,lon,lat,locality,year,month,kingdom,class,family,genus,species,new,state,country
17494,-4.2791,50.3784,Forder,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.3784,-4.2791",England,United Kingdom
17495,-4.2033,50.4428,Cargreen,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"50.4428,-4.2033",England,United Kingdom
17496,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"50.3416,-4.1789",England,United Kingdom
17497,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"50.3416,-4.1789",England,United Kingdom
17498,-4.1995,50.3305,Kingsand,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.3305,-4.1995",England,United Kingdom
17499,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"50.3416,-4.1789",England,United Kingdom
17500,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"50.3416,-4.1789",England,United Kingdom
17502,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"50.3416,-4.1789",England,United Kingdom
17507,-4.2255,50.4667,Cargreen,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.4667,-4.2255",England,United Kingdom
17508,-4.254,50.3834,Forder,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.3834,-4.254",England,United Kingdom
17509,-4.2719,50.3749,Antony,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"50.3749,-4.2719",England,United Kingdom
17511,-4.254,50.3834,Forder,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"50.3834,-4.254",England,United Kingdom
17518,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"50.3416,-4.1789",England,United Kingdom
17519,-4.2033,50.4428,Cargreen,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.4428,-4.2033",England,United Kingdom
17523,-4.3023,50.3923,St Germans,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.3923,-4.3023",England,United Kingdom
17524,-4.1863,50.3181,Cawsand,1986,4.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"50.3181,-4.1863",England,United Kingdom
17526,-4.1863,50.3181,Cawsand,1986,4.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"50.3181,-4.1863",England,United Kingdom
17527,-4.1995,50.3305,Kingsand,1986,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"50.3305,-4.1995",England,United Kingdom
17529,-4.1995,50.3305,Kingsand,1986,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"50.3305,-4.1995",England,United Kingdom
17530,-4.1789,50.3416,Kingsand,1986,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"50.3416,-4.1789",England,United Kingdom
17531,-4.1863,50.3181,Cawsand,1986,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"50.3181,-4.1863",England,United Kingdom
17532,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"50.3416,-4.1789",England,United Kingdom
17533,-4.1863,50.3181,Cawsand,1986,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"50.3181,-4.1863",England,United Kingdom
17534,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"50.3416,-4.1789",England,United Kingdom
17536,-4.1995,50.3305,Kingsand,1986,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"50.3305,-4.1995",England,United Kingdom
17537,-4.1863,50.3181,Cawsand,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"50.3181,-4.1863",England,United Kingdom
17539,-4.254,50.3834,Forder,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.3834,-4.254",England,United Kingdom
17540,-4.1863,50.3181,Cawsand,1986,4.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"50.3181,-4.1863",England,United Kingdom
17543,-4.1863,50.3181,Cawsand,1986,4.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"50.3181,-4.1863",England,United Kingdom
17544,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"50.3416,-4.1789",England,United Kingdom
17546,-4.254,50.3834,Forder,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.3834,-4.254",England,United Kingdom
17547,-4.1789,50.3416,Kingsand,1986,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"50.3416,-4.1789",England,United Kingdom
17555,-4.3023,50.3923,St Germans,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.3923,-4.3023",England,United Kingdom
17560,-4.1995,50.3305,Kingsand,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"50.3305,-4.1995",England,United Kingdom
17565,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"50.3416,-4.1789",England,United Kingdom
17566,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"50.3416,-4.1789",England,United Kingdom
17568,-4.2791,50.3784,Forder,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.3784,-4.2791",England,United Kingdom
17569,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"50.3416,-4.1789",England,United Kingdom
17570,-4.2251,50.4577,Cargreen,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.4577,-4.2251",England,United Kingdom
17571,-4.254,50.3834,Forder,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.3834,-4.254",England,United Kingdom
17578,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"50.3416,-4.1789",England,United Kingdom
17580,-4.254,50.3834,Forder,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.3834,-4.254",England,United Kingdom
17584,-4.1863,50.3181,Cawsand,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"50.3181,-4.1863",England,United Kingdom
17585,-4.1789,50.3416,Kingsand,1986,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"50.3416,-4.1789",England,United Kingdom
17587,-4.1995,50.3305,Kingsand,1986,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"50.3305,-4.1995",England,United Kingdom
17589,-4.2255,50.4667,Cargreen,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"50.4667,-4.2255",England,United Kingdom
17590,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Sargassaceae,Bifurcaria,Bifurcaria bifurcata,"50.3416,-4.1789",England,United Kingdom
17591,-4.2251,50.4577,Cargreen,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.4577,-4.2251",England,United Kingdom
17602,-4.3023,50.3923,St Germans,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.3923,-4.3023",England,United Kingdom
17604,-4.1995,50.3305,Kingsand,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.3305,-4.1995",England,United Kingdom
17606,-4.2255,50.4667,Cargreen,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"50.4667,-4.2255",England,United Kingdom
17608,-4.1863,50.3181,Cawsand,1986,4.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"50.3181,-4.1863",England,United Kingdom
17611,-4.254,50.3834,Forder,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"50.3834,-4.254",England,United Kingdom
17615,-4.1995,50.3305,Kingsand,1986,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"50.3305,-4.1995",England,United Kingdom
17616,-4.1995,50.3305,Kingsand,1986,4.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"50.3305,-4.1995",England,United Kingdom
17617,-4.1863,50.3181,Cawsand,1986,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"50.3181,-4.1863",England,United Kingdom
17619,-4.1995,50.3305,Kingsand,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.3305,-4.1995",England,United Kingdom
17622,-4.1863,50.3181,Cawsand,1986,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"50.3181,-4.1863",England,United Kingdom
17623,-4.254,50.3834,Forder,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.3834,-4.254",England,United Kingdom
17624,-4.1789,50.3416,Kingsand,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.3416,-4.1789",England,United Kingdom
17626,-4.2255,50.4667,Cargreen,1986,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.4667,-4.2255",England,United Kingdom
17658,73.388,16.361,Devgad,1987,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"16.361,73.388",Maharashtra,India
17671,-106.4114,23.1908,Isla de la Piedra (Stone Island),1987,3.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"23.1908,-106.4114",Sinaloa,México
17672,-116.9487,32.2475,Puerto Nuevo,1987,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"32.2475,-116.9487",Baja California,México
17673,-116.9481,32.2464,Puerto Nuevo,1987,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"32.2464,-116.9481",Baja California,México
17674,-116.9481,32.2464,Puerto Nuevo,1987,3.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"32.2464,-116.9481",Baja California,México
17683,-1.6235,55.5528,Beadnell,1987,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"55.5528,-1.6235",England,United Kingdom
17684,-1.6235,55.5528,Beadnell,1987,3.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"55.5528,-1.6235",England,United Kingdom
17685,-1.6235,55.5528,Beadnell,1987,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"55.5528,-1.6235",England,United Kingdom
17686,-1.6235,55.5528,Beadnell,1987,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"55.5528,-1.6235",England,United Kingdom
17687,-1.6235,55.5528,Beadnell,1987,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"55.5528,-1.6235",England,United Kingdom
17688,-1.6235,55.5528,Beadnell,1987,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"55.5528,-1.6235",England,United Kingdom
17689,-1.6235,55.5528,Beadnell,1987,3.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"55.5528,-1.6235",England,United Kingdom
17690,-1.6235,55.5528,Beadnell,1987,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"55.5528,-1.6235",England,United Kingdom
17691,-1.6235,55.5528,Beadnell,1987,3.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"55.5528,-1.6235",England,United Kingdom
17706,-1.0901,50.7038,Bembridge,1987,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"50.7038,-1.0901",England,United Kingdom
17707,-2.4159,50.5816,Castletown,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"50.5816,-2.4159",England,United Kingdom
17708,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"55.5213,-1.6111",England,United Kingdom
17709,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"55.5213,-1.6111",England,United Kingdom
17710,-2.4316,50.5951,Wyke Regis,1987,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"50.5951,-2.4316",England,United Kingdom
17711,-1.4099,50.7239,Newtown,1987,4.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"50.7239,-1.4099",England,United Kingdom
17712,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"55.5213,-1.6111",England,United Kingdom
17713,-1.0931,50.6967,Bembridge,1987,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"50.6967,-1.0931",England,United Kingdom
17714,-1.4099,50.7239,Newtown,1987,4.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"50.7239,-1.4099",England,United Kingdom
17715,-2.4316,50.5951,Wyke Regis,1987,4.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"50.5951,-2.4316",England,United Kingdom
17716,-1.4099,50.7239,Newtown,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.7239,-1.4099",England,United Kingdom
17717,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"55.5213,-1.6111",England,United Kingdom
17718,-1.0931,50.6967,Bembridge,1987,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"50.6967,-1.0931",England,United Kingdom
17719,-1.4114,50.7194,Newtown,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.7194,-1.4114",England,United Kingdom
17721,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"55.5213,-1.6111",England,United Kingdom
17722,-1.4,50.7247,Newtown,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.7247,-1.4",England,United Kingdom
17724,-1.4142,50.7176,Newtown,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.7176,-1.4142",England,United Kingdom
17726,-1.3943,50.7229,Newtown,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.7229,-1.3943",England,United Kingdom
17727,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"55.5213,-1.6111",England,United Kingdom
17728,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"55.5213,-1.6111",England,United Kingdom
17729,-1.4142,50.7176,Newtown,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"50.7176,-1.4142",England,United Kingdom
17730,-1.0931,50.6967,Bembridge,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.6967,-1.0931",England,United Kingdom
17732,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"55.5213,-1.6111",England,United Kingdom
17733,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"55.5213,-1.6111",England,United Kingdom
17734,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"55.5213,-1.6111",England,United Kingdom
17735,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"55.5213,-1.6111",England,United Kingdom
17737,-1.0945,50.6958,Bembridge,1987,4.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"50.6958,-1.0945",England,United Kingdom
17738,-1.4257,50.7078,Ningwood,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.7078,-1.4257",England,United Kingdom
17739,-1.0901,50.7038,Bembridge,1987,4.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"50.7038,-1.0901",England,United Kingdom
17740,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"55.5213,-1.6111",England,United Kingdom
17741,-2.471,50.5859,Wyke Regis,1987,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"50.5859,-2.471",England,United Kingdom
17742,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"55.5213,-1.6111",England,United Kingdom
17743,-1.0931,50.6967,Bembridge,1987,4.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"50.6967,-1.0931",England,United Kingdom
17744,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"55.5213,-1.6111",England,United Kingdom
17746,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"55.5213,-1.6111",England,United Kingdom
17747,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"55.5213,-1.6111",England,United Kingdom
17748,-1.4257,50.7078,Ningwood,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.7078,-1.4257",England,United Kingdom
17749,-1.4113,50.7239,Newtown,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.7239,-1.4113",England,United Kingdom
17750,-2.4159,50.5816,Castletown,1987,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"50.5816,-2.4159",England,United Kingdom
17751,-2.4159,50.5816,Castletown,1987,4.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"50.5816,-2.4159",England,United Kingdom
17752,-2.4229,50.5699,Castletown,1987,4.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"50.5699,-2.4229",England,United Kingdom
17753,-1.3943,50.7229,Newtown,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.7229,-1.3943",England,United Kingdom
17754,-2.4229,50.5699,Castletown,1987,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"50.5699,-2.4229",England,United Kingdom
17755,-1.4199,50.7131,Newtown,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.7131,-1.4199",England,United Kingdom
17756,-2.471,50.5859,Wyke Regis,1987,4.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"50.5859,-2.471",England,United Kingdom
17757,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta,"55.5213,-1.6111",England,United Kingdom
17758,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"55.5213,-1.6111",England,United Kingdom
17759,-1.6111,55.5213,High Newton by the Sea,1987,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria hyperborea,"55.5213,-1.6111",England,United Kingdom
17760,-2.4316,50.5951,Wyke Regis,1987,4.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"50.5951,-2.4316",England,United Kingdom
17761,-1.4099,50.7239,Newtown,1987,4.0,Chromista,Phaeophyceae,Sargassaceae,Sargassum,Sargassum muticum,"50.7239,-1.4099",England,United Kingdom
17765,-5.8264,54.2429,Dundrum,1987,4.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"54.2429,-5.8264",Northern Ireland,United Kingdom
17799,-5.8264,54.2429,Dundrum,1987,4.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"54.2429,-5.8264",Northern Ireland,United Kingdom
17833,31.1225,-29.6667,Umdloti / eMdloti,1987,5.0,Plantae,Ulvophyceae,Ulvaceae,Ulva,Ulva lactuca,"-29.6667,31.1225",KwaZulu-Natal,South Africa
17837,-1.619,55.5258,High Newton by the Sea,1987,5.0,Chromista,Phaeophyceae,Alariaceae,Alaria,Alaria esculenta,"55.5258,-1.619",England,United Kingdom
17838,-3.5857,50.38,Dittisham,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.38,-3.5857",England,United Kingdom
17840,-1.6067,55.4952,Embleton,1987,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"55.4952,-1.6067",England,United Kingdom
17842,-1.619,55.5258,High Newton by the Sea,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"55.5258,-1.619",England,United Kingdom
17843,-3.8954,50.2791,Bigbury-on-Sea,1987,5.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"50.2791,-3.8954",England,United Kingdom
17847,-1.619,55.5258,High Newton by the Sea,1987,5.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"55.5258,-1.619",England,United Kingdom
17849,-1.6096,55.5195,High Newton by the Sea,1987,5.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"55.5195,-1.6096",England,United Kingdom
17850,-3.8954,50.2791,Bigbury-on-Sea,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.2791,-3.8954",England,United Kingdom
17855,-3.5828,50.3756,Dittisham,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"50.3756,-3.5828",England,United Kingdom
17857,-3.8954,50.2791,Bigbury-on-Sea,1987,5.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"50.2791,-3.8954",England,United Kingdom
17858,-3.5857,50.38,Dittisham,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"50.38,-3.5857",England,United Kingdom
17859,-1.6067,55.4952,Embleton,1987,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"55.4952,-1.6067",England,United Kingdom
17861,-1.619,55.5258,High Newton by the Sea,1987,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"55.5258,-1.619",England,United Kingdom
17862,-3.8954,50.2791,Bigbury-on-Sea,1987,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"50.2791,-3.8954",England,United Kingdom
17866,-1.6096,55.5195,High Newton by the Sea,1987,5.0,Plantae,Florideophyceae,Palmariaceae,Palmaria,Palmaria palmata,"55.5195,-1.6096",England,United Kingdom
17869,-1.6096,55.5195,High Newton by the Sea,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"55.5195,-1.6096",England,United Kingdom
17871,-1.619,55.5258,High Newton by the Sea,1987,5.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"55.5258,-1.619",England,United Kingdom
17877,-3.5857,50.38,Dittisham,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.38,-3.5857",England,United Kingdom
17879,-1.6067,55.4952,Embleton,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"55.4952,-1.6067",England,United Kingdom
17882,-1.6096,55.5195,High Newton by the Sea,1987,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"55.5195,-1.6096",England,United Kingdom
17883,-1.619,55.5258,High Newton by the Sea,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"55.5258,-1.619",England,United Kingdom
17890,-1.6067,55.4952,Embleton,1987,5.0,Chromista,Phaeophyceae,Sargassaceae,Halidrys,Halidrys siliquosa,"55.4952,-1.6067",England,United Kingdom
17891,-1.619,55.5258,High Newton by the Sea,1987,5.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"55.5258,-1.619",England,United Kingdom
17892,-1.6067,55.4952,Embleton,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"55.4952,-1.6067",England,United Kingdom
17894,-3.8954,50.2791,Bigbury-on-Sea,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"50.2791,-3.8954",England,United Kingdom
17898,-3.8787,50.2848,Bigbury-on-Sea,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.2848,-3.8787",England,United Kingdom
17899,-1.619,55.5258,High Newton by the Sea,1987,5.0,Chromista,Phaeophyceae,Laminariaceae,Laminaria,Laminaria digitata,"55.5258,-1.619",England,United Kingdom
17900,-3.6071,50.3896,Dittisham,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"50.3896,-3.6071",England,United Kingdom
17902,-3.6071,50.3896,Dittisham,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Pelvetia,Pelvetia canaliculata,"50.3896,-3.6071",England,United Kingdom
17904,-3.9485,50.308,Mothecombe,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus spiralis,"50.308,-3.9485",England,United Kingdom
17905,-1.619,55.5258,High Newton by the Sea,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus vesiculosus,"55.5258,-1.619",England,United Kingdom
17906,-3.6071,50.3896,Dittisham,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Fucus,Fucus serratus,"50.3896,-3.6071",England,United Kingdom
17909,-3.6071,50.3896,Dittisham,1987,5.0,Chromista,Phaeophyceae,Fucaceae,Ascophyllum,Ascophyllum nodosum,"50.3896,-3.6071",England,United Kingdom
17910,-1.619,55.5258,High Newton by the Sea,1987,5.0,Chromista,Phaeophyceae,Himanthaliaceae,Himanthalia,Himanthalia elongata,"55.5258,-1.619",England,United Kingdom
